App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,comment_mean,comment_count
American Airlines,TRAVEL_AND_LOCAL,3.7,16980,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,-0.07563614410998132,43
American Airlines,TRAVEL_AND_LOCAL,3.7,16973,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,-0.07563614410998132,43
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26M,"100,000+",Free,0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up,0.3394679300291545,7
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10.0M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up,0.5463015873015874,35
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57M,"100,000+",Free,0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up,0.2867512531328321,38
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.20510616367759227,22
British Airways,TRAVEL_AND_LOCAL,4.2,25726,51M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.20510616367759227,22
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24M,"5,000,000+",Free,0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up,0.18377557627557622,39
"CheapTickets – Hotels, Flights & Travel Deals",TRAVEL_AND_LOCAL,4.4,6925,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 25, 2018",Varies with device,Varies with device,0.2941989422458173,37
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up,0.140565164002664,26
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,19M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.42191239316239304,39
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47777,19M,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.42191239316239304,39
Choice Hotels,TRAVEL_AND_LOCAL,4.4,17915,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 18, 2018",Varies with device,Varies with device,0.2987896825396825,10
Couchsurfing Travel App,TRAVEL_AND_LOCAL,4.4,61776,Varies with device,"1,000,000+",Free,0,Teen,Travel & Local,"July 10, 2018",Varies with device,Varies with device,0.24728937266437265,39
Hotwire Hotel & Car Rental App,TRAVEL_AND_LOCAL,4.3,10323,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 19, 2018",Varies with device,Varies with device,0.18702944624819626,33
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.328908058367704,127
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57573,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.328908058367704,127
HotelTonight: Book amazing deals at great hotels,TRAVEL_AND_LOCAL,4.4,57556,Varies with device,"5,000,000+",Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.328908058367704,127
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12M,"5,000,000+",Free,0,Everyone,Travel & Local,"November 13, 2017",4.9.2,4.1 and up,0.16078538359788358,36
Agoda – Hotel Booking Deals,TRAVEL_AND_LOCAL,4.6,263525,Varies with device,"10,000,000+",Free,0,Everyone,Travel & Local,"August 4, 2018",Varies with device,Varies with device,0.4795306122448979,35
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6M,"100,000+",Free,0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up,0.15096450617283952,18
Cheap hotel deals and discounts — Hotellook,TRAVEL_AND_LOCAL,4.5,7153,Varies with device,"1,000,000+",Free,0,Everyone,Travel & Local,"July 30, 2018",Varies with device,Varies with device,0.2564173789173789,39
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1M,"10,000,000+",Free,0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,0.3980736961451247,35
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5M,"1,000,000+",Free,0,Everyone,Travel & Local,"July 14, 2015",8.0,4.0 and up,0.08928481240981241,22
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22M,"500,000+",Free,0,Teen,Travel & Local,"August 6, 2018",1.28.1,5.0 and up,0.37127677775655726,34
Google,TOOLS,4.4,8033493,Varies with device,"1,000,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,0.2603594687476267,38
Google,TOOLS,4.4,8021623,Varies with device,"1,000,000,000+",Free,0,Everyone,Tools,"August 3, 2018",Varies with device,Varies with device,0.2603594687476267,38
Google Translate,TOOLS,4.4,5745093,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,0.21416666666666662,2
Google Translate,TOOLS,4.4,5741684,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"August 4, 2018",Varies with device,Varies with device,0.21416666666666662,2
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15M,"100,000,000+",Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.27852109695859695,26
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15M,"100,000,000+",Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.27852109695859695,26
Device Help,TOOLS,4.2,28860,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,0.09639573827073827,37
Account Manager,TOOLS,4.1,76604,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 27, 2016",Varies with device,Varies with device,-0.08763520281275965,33
File Manager,TOOLS,4.6,739329,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"April 17, 2018",Varies with device,Varies with device,0.06183281680440773,11
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5M,"10,000,000+",Free,0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,-0.03749999999999999,4
ASUS Sound Recorder,TOOLS,4.5,34126,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 13, 2018",Varies with device,Varies with device,0.5167708333333334,16
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5M,"10,000,000+",Free,0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,0.13068233101321336,34
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6M,"10,000,000+",Free,0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,0.21464646464646464,22
HTC Lock Screen,TOOLS,4.1,28250,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"March 21, 2017",Varies with device,Varies with device,0.03148818773818774,39
Gboard - the Google Keyboard,TOOLS,4.2,1859115,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.06458651561036433,76
Gboard - the Google Keyboard,TOOLS,4.2,1859109,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.06458651561036433,76
Gboard - the Google Keyboard,TOOLS,4.2,1855262,Varies with device,"500,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.06458651561036433,76
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1M,"10,000,000+",Free,0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,0.1895487012987013,20
HTC Sense Input,TOOLS,3.4,17030,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"May 12, 2017",Varies with device,Varies with device,0.02466815476190476,40
App vault,TOOLS,3.4,25094,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 18, 2018",Varies with device,Varies with device,-0.04353505760732323,21
DuraSpeed,TOOLS,3.8,5431,1.3M,"10,000,000+",Free,0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,-0.03404401154401154,37
HTC Sense Input-AR,TOOLS,3.8,1420,2.7M,"100,000+",Free,0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,0.2875963541666667,40
Digital Alarm Clock,TOOLS,4.2,118439,16M,"10,000,000+",Free,0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,0.34107329093987326,71
Alarm Clock Free,TOOLS,4.0,59973,11M,"10,000,000+",Free,0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,0.1557617749897162,34
Alarm Clock,TOOLS,4.3,114788,Varies with device,"5,000,000+",Free,0,Everyone,Tools,"January 22, 2018",Varies with device,Varies with device,0.17466728294853298,36
High-Powered Flashlight,TOOLS,4.5,429580,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"March 16, 2018",Varies with device,Varies with device,0.3389572975023343,34
Flashlight & LED Torch,TOOLS,4.3,111507,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"December 29, 2017",Varies with device,Varies with device,0.24973333333333336,25
Color Flashlight,TOOLS,4.2,472904,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"December 14, 2017",Varies with device,Varies with device,0.17583333333333337,11
Flashlight,TOOLS,4.7,115409,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"August 6, 2018",Varies with device,Varies with device,0.40540008503401354,35
Flashlight,TOOLS,4.5,162335,4.9M,"10,000,000+",Free,0,Everyone,Tools,"July 6, 2018",8.10.1,4.0 and up,0.40540008503401354,35
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,1.8M,"5,000,000+",Free,0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.55625,4
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166363,1.8M,"5,000,000+",Free,0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.55625,4
Flashlight HD LED,TOOLS,4.3,618918,Varies with device,"50,000,000+",Free,0,Everyone,Tools,"July 28, 2018",Varies with device,Varies with device,0.4522039981091705,29
Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5M,"10,000,000+",Free,0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up,0.40452513227513226,30
Brightest LED Flashlight,TOOLS,4.5,60571,Varies with device,"5,000,000+",Free,0,Everyone,Tools,"July 2, 2018",Varies with device,Varies with device,0.3741989087301587,16
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8M,"50,000,000+",Free,0,Everyone,Tools,"October 27, 2017",2.5.2,4.2 and up,0.4925714285714286,5
Fraction Calculator Plus Free,TOOLS,4.5,148506,11M,"5,000,000+",Free,0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device,0.37264092538286087,31
Calculator Plus Free,TOOLS,4.6,679912,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 27, 2018",Varies with device,Varies with device,0.16666666666666669,2
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,11M,"5,000,000+",Free,0,Everyone,Tools,"July 7, 2018",3.5.6,4.1 and up,0.3525981620718463,38
Calculator with Percent (Free),TOOLS,4.8,48211,7.4M,"1,000,000+",Free,0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up,0.031972789115646265,2
Graphing Calculator,TOOLS,3.9,12388,5.3M,"1,000,000+",Free,0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up,0.2458298171589311,79
ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3M,"10,000,000+",Free,0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,0.22344972943722938,40
Age Calculator,TOOLS,4.4,24265,3.3M,"1,000,000+",Free,0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,0.1313830266955267,32
EzCalculator,TOOLS,4.1,1657,2.0M,"100,000+",Free,0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up,0.37776996943115365,38
Hideman VPN,TOOLS,4.1,88675,9.6M,"5,000,000+",Free,0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up,0.12164696116309019,31
Fast Secure VPN,TOOLS,4.3,56848,9.6M,"1,000,000+",Free,0,Everyone,Tools,"May 18, 2018",1.6.11,4.1 and up,0.17910011330609915,71
Free & Premium VPN - FinchVPN,TOOLS,4.2,19096,10M,"1,000,000+",Free,0,Everyone,Tools,"July 5, 2018",2.0.2,4.1 and up,0.21766885088848015,31
Hotspot Shield Free VPN Proxy & Wi-Fi Security,TOOLS,4.2,1116393,8.2M,"50,000,000+",Free,0,Everyone,Tools,"August 6, 2018",6.1.0,4.1 and up,0.2517647058823529,34
FREEDOME VPN Unlimited anonymous Wifi Security,TOOLS,4.3,39833,9.9M,"1,000,000+",Free,0,Everyone,Tools,"July 9, 2018",2.5.1.7592,4.0.3 and up,0.3136363636363636,11
"GO Keyboard - Cute Emojis, Themes and GIFs",TOOLS,4.5,4594198,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.22390086206896556,29
Google Handwriting Input,TOOLS,4.3,94427,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"August 2, 2018",Varies with device,Varies with device,0.2541081871345029,38
CM Locker - Security Lockscreen,TOOLS,4.6,3090727,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.24005452304247976,86
CM Locker - Security Lockscreen,TOOLS,4.6,3090680,Varies with device,"100,000,000+",Free,0,Everyone,Tools,"July 31, 2018",Varies with device,Varies with device,0.24005452304247976,86
AppLock - Fingerprint,TOOLS,4.4,745245,3.5M,"10,000,000+",Free,0,Everyone,Tools,"April 13, 2018",7.2.0,2.3 and up,0.20993951418951418,19
3D Live Neon Weed Launcher,PERSONALIZATION,4.5,1724,21M,"100,000+",Free,0,Mature 17+,Personalization,"June 26, 2018",5.34.10,4.0.3 and up,0.5681818181818181,2
Evie Launcher,PERSONALIZATION,4.7,139258,Varies with device,"5,000,000+",Free,0,Everyone,Personalization,"August 3, 2018",Varies with device,4.4 and up,0.2779282321290785,32
Golden Launcher,PERSONALIZATION,4.4,32794,12M,"5,000,000+",Free,0,Everyone,Personalization,"July 31, 2018",1.284.1.83,4.2 and up,0.5070793460925039,38
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6702776,17M,"100,000,000+",Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.28247895622895625,18
"CM Launcher 3D - Theme, Wallpapers, Efficient",PERSONALIZATION,4.6,6700847,17M,"100,000,000+",Free,0,Teen,Personalization,"August 3, 2018",5.41.0,4.0.3 and up,0.28247895622895625,18
4K Wallpapers and Ultra HD Backgrounds,PERSONALIZATION,4.6,7583,3.8M,"500,000+",Free,0,Everyone 10+,Personalization,"July 4, 2018",2.6.2.1,4.0.3 and up,0.17932800224466894,9
Birds Sounds Ringtones & Wallpapers,PERSONALIZATION,4.6,5073,23M,"1,000,000+",Free,0,Everyone 10+,Personalization,"September 25, 2017",1.1,4.0 and up,0.34155701754385975,38
Funny Alarm Clock Ringtones,PERSONALIZATION,4.5,15633,14M,"1,000,000+",Free,0,Everyone,Personalization,"March 9, 2017",1.1,4.0.3 and up,0.10838064006466784,27
Diamond Zipper Lock Screen,PERSONALIZATION,4.3,71688,12M,"10,000,000+",Free,0,Everyone,Personalization,"June 11, 2018",3.5,4.1 and up,0.15973039215686274,34
Backgrounds (HD Wallpapers),PERSONALIZATION,4.7,202474,3.0M,"10,000,000+",Free,0,Teen,Personalization,"August 9, 2017",2.6.0,4.0 and up,0.26443175805675806,30
"APUS Launcher - Theme, Wallpaper, Hide Apps",PERSONALIZATION,4.5,5783441,14M,"100,000,000+",Free,0,Everyone,Personalization,"August 6, 2018",3.9.7,4.0.3 and up,0.4474731182795699,31
Apex Launcher,PERSONALIZATION,4.3,266401,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.1061327486171236,60
Apex Launcher,PERSONALIZATION,4.3,266402,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.1061327486171236,60
Apex Launcher,PERSONALIZATION,4.3,266434,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"August 4, 2018",Varies with device,Varies with device,0.1061327486171236,60
Goku Wallpaper Art,PERSONALIZATION,4.7,6342,38M,"1,000,000+",Free,0,Everyone,Personalization,"July 13, 2018",1.8,4.1 and up,0.4643197278911565,35
Door Lock Screen,PERSONALIZATION,4.3,5413,3.9M,"1,000,000+",Free,0,Everyone,Personalization,"July 28, 2018",3.3.a,4.0 and up,0.5166216422466423,39
ASUS Cover for ZenFone 2,PERSONALIZATION,4.4,43960,9.8M,"10,000,000+",Free,0,Everyone,Personalization,"December 1, 2017",2.0.0.39_171124,5.0 and up,0.07638888888888888,6
Colorful Glitter Neon Butterfly Keyboard Theme,PERSONALIZATION,4.3,2056,9.8M,"500,000+",Free,0,Everyone,Personalization,"July 25, 2018",6.7.24.2018,4.0.3 and up,0.20640625,32
"FUN Keyboard – Emoji Keyboard, Sticker,Theme & GIF",PERSONALIZATION,4.7,12089,27M,"500,000+",Free,0,Everyone,Personalization,"July 3, 2018",1.2.5,4.0 and up,0.25675,12
Freeme Launcher—Stylish Theme,PERSONALIZATION,4.1,2828,7.4M,"100,000+",Free,0,Everyone,Personalization,"January 22, 2017",2.11.5,4.1 and up,0.31849999999999995,35
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14M,"1,000,000+",Paid,$2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.17941837105155556,37
Beautiful Widgets Pro,PERSONALIZATION,4.2,97890,14M,"1,000,000+",Paid,$2.49,Everyone,Personalization,"August 24, 2016",5.7.8,2.3 and up,0.17941837105155556,37
Beautiful Widgets Free,PERSONALIZATION,3.9,25037,14M,"1,000,000+",Free,0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.013460700757575767,40
Beautiful Widgets Free,PERSONALIZATION,3.9,25035,14M,"1,000,000+",Free,0,Everyone,Personalization,"October 20, 2016",5.7.6,2.3 and up,0.013460700757575767,40
HD Widgets,PERSONALIZATION,4.3,58617,26M,"1,000,000+",Paid,$0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.18181783519859557,31
HD Widgets,PERSONALIZATION,4.3,58614,26M,"1,000,000+",Paid,$0.99,Everyone,Personalization,"December 7, 2016",4.3.2,4.4 and up,0.18181783519859557,31
DashClock Widget,PERSONALIZATION,4.1,62301,1.9M,"1,000,000+",Free,0,Everyone,Personalization,"May 11, 2016",1.7.2,4.2 and up,0.033333333333333326,1
Fancy Widgets,PERSONALIZATION,4.2,37237,3.9M,"5,000,000+",Free,0,Everyone,Personalization,"April 4, 2014",3.5.6,1.6 and up,0.2142135145323051,16
Best Wallpapers QHD,PERSONALIZATION,4.4,294701,5.1M,"10,000,000+",Free,0,Teen,Personalization,"March 17, 2018",2.85,4.0.3 and up,0.4722514455782313,35
Dog Licks Screen Wallpaper,PERSONALIZATION,4.3,63624,10M,"5,000,000+",Free,0,Everyone,Personalization,"November 20, 2017",11.0,4.0.3 and up,0.22525030371997284,34
Flowers Live Wallpaper,PERSONALIZATION,4.1,118459,3.3M,"10,000,000+",Free,0,Everyone,Personalization,"October 27, 2017",4.0,4.1 and up,0.20517906336088154,33
Galactic Core Free Wallpaper,PERSONALIZATION,4.1,69417,853k,"10,000,000+",Free,0,Everyone,Personalization,"May 1, 2014",2.41,2.1 and up,0.24756756810576253,36
Asteroids 3D live wallpaper,PERSONALIZATION,4.1,157495,6.4M,"10,000,000+",Free,0,Everyone,Personalization,"July 24, 2018",4.0.0.7,4.4 and up,0.2535243974622641,31
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390185,Varies with device,"100,000,000+",Free,0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,0.3538759018759018,30
Backgrounds HD (Wallpapers),PERSONALIZATION,4.6,2390099,Varies with device,"100,000,000+",Free,0,Teen,Personalization,"August 4, 2018",Varies with device,Varies with device,0.3538759018759018,30
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5M,"5,000,000+",Free,0,Everyone,Personalization,"May 4, 2018",4.1,4.1 and up,0.3902759740259741,28
Horses Live Wallpaper,PERSONALIZATION,4.2,28806,7.1M,"1,000,000+",Free,0,Everyone,Personalization,"May 22, 2018",18.0,4.1 and up,0.345458644890463,33
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,251616,13M,"10,000,000+",Free,0,Everyone,Personalization,"November 13, 2017",1.9.7.07,4.0.3 and up,0.20134484370347466,36
BIG Launcher,PERSONALIZATION,4.3,881,5.9M,"10,000+",Paid,$9.99,Everyone,Personalization,"June 20, 2018",2.5.9,2.1 and up,0.18498650308025305,40
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591941,Varies with device,"100,000,000+",Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,0.30744042153133067,33
"GO Keyboard - Emoticon keyboard, Free Theme, GIF",PERSONALIZATION,4.4,2591610,Varies with device,"100,000,000+",Free,0,Everyone,Personalization,"July 20, 2018",Varies with device,Varies with device,0.30744042153133067,33
2018Emoji Keyboard 😂 Emoticons Lite -sticker&gif,PERSONALIZATION,4.2,115773,Varies with device,"10,000,000+",Free,0,Everyone,Personalization,"May 22, 2018",Varies with device,4.1 and up,0.44956597222222217,32
"All-In-One Toolbox: Cleaner, Booster, App Manager",PRODUCTIVITY,4.7,536926,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",Varies with device,Varies with device,0.26733509335782063,22
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016297,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.15506166298122312,162
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3016305,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.15506166298122312,162
Adobe Acrobat Reader,PRODUCTIVITY,4.3,3014548,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"April 17, 2018",Varies with device,Varies with device,0.15506166298122312,162
"AVG Cleaner – Speed, Battery & Memory Booster",PRODUCTIVITY,4.4,1188154,24M,"10,000,000+",Free,0,Everyone,Productivity,"June 14, 2018",4.6.4,4.1 and up,0.27366371882086166,35
Chrome Beta,PRODUCTIVITY,4.4,228794,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",68.0.3440.91,Varies with device,0.2316251724639883,38
Chrome Beta,PRODUCTIVITY,4.4,228755,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"July 19, 2018",68.0.3440.70,Varies with device,0.2316251724639883,38
Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.10041042117604619,80
Google PDF Viewer,PRODUCTIVITY,4.2,226456,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.10041042117604619,80
Google PDF Viewer,PRODUCTIVITY,4.2,226453,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"October 9, 2017",Varies with device,Varies with device,0.10041042117604619,80
Calculator - unit converter,PRODUCTIVITY,4.7,287250,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"May 9, 2018",Varies with device,Varies with device,0.18333333333333326,1
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.10001687003472721,120
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.10001687003472721,120
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.10001687003472721,120
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device,0.10001687003472721,120
Archos File Manager,PRODUCTIVITY,4.0,2131,2.3M,"5,000,000+",Free,0,Everyone,Productivity,"April 22, 2016",4.1.4,4.1 and up,0.11529581529581533,31
ASUS SuperNote,PRODUCTIVITY,4.5,26559,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"April 14, 2017",Varies with device,Varies with device,0.1927914235522931,23
HTC File Manager,PRODUCTIVITY,4.2,13500,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 11, 2017",Varies with device,Varies with device,0.08894901394901396,21
Dropbox,PRODUCTIVITY,4.4,1861310,61M,"500,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.23633052505790997,76
Dropbox,PRODUCTIVITY,4.4,1861309,61M,"500,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.23633052505790997,76
Dropbox,PRODUCTIVITY,4.4,1860844,61M,"500,000,000+",Free,0,Everyone,Productivity,"August 1, 2018",Varies with device,Varies with device,0.23633052505790997,76
ASUS Quick Memo,PRODUCTIVITY,4.5,23089,1.6M,"10,000,000+",Free,0,Everyone,Productivity,"April 11, 2018",1.10.0.33_180403,5.0 - 8.0,0.029166666666666664,2
HTC Calendar,PRODUCTIVITY,3.9,6949,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"December 27, 2017",Varies with device,Varies with device,-0.03762626262626264,3
ASUS Calling Screen,PRODUCTIVITY,4.2,102451,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"March 15, 2018",Varies with device,Varies with device,0.06316393097643097,24
Content Transfer,PRODUCTIVITY,4.7,19302,7.2M,"5,000,000+",Free,0,Everyone,Productivity,"June 28, 2018",3.5.12,4.0.3 and up,0.1630472817836099,40
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.08409023930833828,78
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488396,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.08409023930833828,78
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488397,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.08409023930833828,78
"Evernote – Organizer, Planner for Notes & Memos",PRODUCTIVITY,4.6,1488289,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 3, 2018",Varies with device,Varies with device,0.08409023930833828,78
HTC Mail,PRODUCTIVITY,3.1,6572,Varies with device,"10,000,000+",Free,0,Everyone,Productivity,"May 29, 2018",Varies with device,Varies with device,0.07874792828699079,40
Advanced Task Killer,PRODUCTIVITY,4.4,577059,1.5M,"50,000,000+",Free,0,Everyone,Productivity,"August 7, 2016",2.2.1B216,2.3.3 and up,0.13885152116402116,15
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device,0.16820226070226074,34
